Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	log_freq	expected_surp_gam	adjusted_surp	adjusted_prob
542	6	 the	63	False	erwanf/gpt2-mini	0.1264077872037887	2.983842611312866	6	32	race_meaning1_syn2	expected	He trained for months to win the race.	7	6500900	15.687451340644257	1.1109214179527322	1.872921193360134	0.15367409375490795
543	7	 race.	63	False	erwanf/gpt2-mini	0.0802573235705494	5.264068841934204	7	32	race_meaning1_syn2	expected	He trained for months to win the race.	7	13451	9.50688307286016	8.066158763440935	-2.802089921506731	16.479050730319322
544	0	He	64	False	erwanf/gpt2-mini	1.0	0.0	0	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	622141	13.340923641485727	3.295524331672171	-3.295524331672171	26.991562891543435
545	1	 trained	64	False	erwanf/gpt2-mini	5.890784086659551e-05	14.051180839538574	1	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	4271	8.35983738064003	9.302919732198967	4.748261107339607	0.008666752660265994
546	2	 for	64	False	erwanf/gpt2-mini	0.0577058307826519	4.115139007568359	2	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	1097120	13.908200033995099	3.918768812180048	0.19637019538831124	0.8217079858590028
547	3	 months	64	False	erwanf/gpt2-mini	0.000962475372944	10.020962715148926	3	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	34135	10.438107824867837	7.47560388932702	2.545358825821906	0.07844489887467904
548	4	 to	64	False	erwanf/gpt2-mini	0.0532086044549942	4.23219633102417	4	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	3042375	14.928149347056001	2.5335870543221235	1.6986092767020464	0.18293776303284628
549	5	 win	64	False	erwanf/gpt2-mini	0.0020537956152111	8.927491188049316	5	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	15453	9.645623148493529	7.910057425185804	1.0174337628635124	0.36152150067827454
550	6	 the	64	False	erwanf/gpt2-mini	0.1264077872037887	2.983842611312866	6	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	6500900	15.687451340644257	1.1109214179527322	1.872921193360134	0.15367409375490795
551	7	 competition	64	False	erwanf/gpt2-mini	0.0024883062578737	8.650620460510254	7	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	7775	8.958797346140274	8.653571258104504	-0.0029507975942504316	1.002955155482833
552	0	The	65	False	erwanf/gpt2-mini	1.0	0.0	0	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
553	1	 runners	65	False	erwanf/gpt2-mini	1.350946240563644e-05	16.175670623779297	1	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	910	6.814542897259958	10.057140340232024	6.118530283547273	0.002201689445511159
554	2	 lined	65	False	erwanf/gpt2-mini	0.0004377826116979	11.15749740600586	2	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	2237	7.71333788887187	10.25809389691766	0.8994035090881987	0.40681224719106057
555	3	 up	65	False	erwanf/gpt2-mini	0.5510250926017761	0.8598100543022156	3	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	263725	12.48266596437143	3.402157942508369	-2.5423478882061534	12.7094763969764
556	4	 for	65	False	erwanf/gpt2-mini	0.0478541068732738	4.385213375091553	4	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	1097120	13.908200033995099	3.918768812180048	0.4664445629115046	0.6272283795820384
557	5	 the	65	False	erwanf/gpt2-mini	0.3570063412189483	1.4859782457351685	5	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	6500900	15.687451340644257	1.1109214179527322	0.3750568277824362	0.6872502227751103
558	6	 start	65	False	erwanf/gpt2-mini	0.0034205047413706	8.191575050354004	6	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	34269	10.442025614868655	7.475610720788678	0.7159643295653257	0.48872059676428486
559	7	 of	65	False	erwanf/gpt2-mini	0.812239408493042	0.300023078918457	7	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	3139402	14.959543212419398	2.4728240881657717	-2.1728010092473147	8.782850464658207
560	8	 the	65	False	erwanf/gpt2-mini	0.7813667058944702	0.3559282422065735	8	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	6500900	15.687451340644257	1.1109214179527322	-0.7549931757461588	2.127597004043729
561	9	 race.	65	False	erwanf/gpt2-mini	0.1443709582090377	2.805822968482971	9	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	13451	9.50688307286016	8.066158763440935	-5.260335794957964	192.54613646467783
562	0	The	66	False	erwanf/gpt2-mini	1.0	0.0	0	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
563	1	 runners	66	False	erwanf/gpt2-mini	1.350946240563644e-05	16.175670623779297	1	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	910	6.814542897259958	10.057140340232024	6.118530283547273	0.002201689445511159
564	2	 lined	66	False	erwanf/gpt2-mini	0.0004377826116979	11.15749740600586	2	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	2237	7.71333788887187	10.25809389691766	0.8994035090881987	0.40681224719106057
565	3	 up	66	False	erwanf/gpt2-mini	0.5510250926017761	0.8598100543022156	3	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	263725	12.48266596437143	3.402157942508369	-2.5423478882061534	12.7094763969764
566	4	 for	66	False	erwanf/gpt2-mini	0.0478541068732738	4.385213375091553	4	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	1097120	13.908200033995099	3.918768812180048	0.4664445629115046	0.6272283795820384
567	5	 the	66	False	erwanf/gpt2-mini	0.3570063412189483	1.4859782457351685	5	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	6500900	15.687451340644257	1.1109214179527322	0.3750568277824362	0.6872502227751103
568	6	 start	66	False	erwanf/gpt2-mini	0.0034205047413706	8.191575050354004	6	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	34269	10.442025614868655	7.475610720788678	0.7159643295653257	0.48872059676428486
569	7	 of	66	False	erwanf/gpt2-mini	0.812239408493042	0.300023078918457	7	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	3139402	14.959543212419398	2.4728240881657717	-2.1728010092473147	8.782850464658207
570	8	 the	66	False	erwanf/gpt2-mini	0.7813667058944702	0.3559282422065735	8	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	6500900	15.687451340644257	1.1109214179527322	-0.7549931757461588	2.127597004043729
571	9	 competition	66	False	erwanf/gpt2-mini	0.0035294669214636	8.146333694458008	9	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	7775	8.958797346140274	8.653571258104504	-0.5072375636464965	1.6606972821270527
572	0	She	67	False	erwanf/gpt2-mini	1.0	0.0	0	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	272348	12.514839611059164	3.336889419958686	-3.336889419958686	28.13148523167105
573	1	 finished	67	False	erwanf/gpt2-mini	0.0004174362111371	11.226156234741213	1	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	7498	8.92252495730139	8.688655226803524	2.5375010079376885	0.07906373276180445
574	2	 the	67	False	erwanf/gpt2-mini	0.1729747354984283	2.5313665866851807	2	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	6500900	15.687451340644257	1.1109214179527322	1.4204451687324484	0.24160643732182757
575	3	 race	67	False	erwanf/gpt2-mini	0.0174911841750144	5.837227821350098	3	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	13451	9.50688307286016	8.066158763440935	-2.2289309420908374	9.289929296541741
576	4	 just	67	False	erwanf/gpt2-mini	0.0028004022315144	8.48015022277832	4	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	181336	12.108112457553771	4.382278405006923	4.097871817771398	0.016607982631815434
577	5	 a	67	False	erwanf/gpt2-mini	0.0823820456862449	3.601526260375977	5	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	2959949	14.900682934265681	2.5867797690725127	1.0147464913034643	0.3624943136462794
578	6	 second	67	False	erwanf/gpt2-mini	0.0180657785385847	5.79059648513794	6	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	37265	10.525836661787357	7.475513724964537	-1.6849172398265964	5.392004670641879
579	7	 behind	67	False	erwanf/gpt2-mini	0.1090994179248809	3.196284532546997	7	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	27439	10.219757081839822	7.491952660169378	-4.295668127622381	73.38122609430027
580	8	 the	67	False	erwanf/gpt2-mini	0.1247728615999221	3.0026237964630127	8	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	6500900	15.687451340644257	1.1109214179527322	1.8917023785102804	0.15081484622137392
581	9	 winner.	67	False	erwanf/gpt2-mini	0.1096648508682846	3.8352200984954834	9	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	4561	8.425516402844334	9.217610392256319	-5.382390293760835	217.54164288897843
582	0	She	68	False	erwanf/gpt2-mini	1.0	0.0	0	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	272348	12.514839611059164	3.336889419958686	-3.336889419958686	28.13148523167105
583	1	 finished	68	False	erwanf/gpt2-mini	0.0004174362111371	11.226156234741213	1	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	7498	8.92252495730139	8.688655226803524	2.5375010079376885	0.07906373276180445
584	2	 the	68	False	erwanf/gpt2-mini	0.1729747354984283	2.5313665866851807	2	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	6500900	15.687451340644257	1.1109214179527322	1.4204451687324484	0.24160643732182757
585	3	 competition	68	False	erwanf/gpt2-mini	0.000670391775202	10.542707443237305	3	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	7775	8.958797346140274	8.653571258104504	1.8891361851328003	0.1512023632901795
586	4	 just	68	False	erwanf/gpt2-mini	0.0007591453613713	10.363335609436035	4	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	181336	12.108112457553771	4.382278405006923	5.981057204429113	0.002526154218585578
587	5	 a	68	False	erwanf/gpt2-mini	0.0820130035281181	3.6080033779144287	5	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	2959949	14.900682934265681	2.5867797690725127	1.021223608841916	0.36015398285058914
588	6	 second	68	False	erwanf/gpt2-mini	0.0151609005406498	6.0435004234313965	6	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	37265	10.525836661787357	7.475513724964537	-1.4320133015331402	4.187120648033511
589	7	 behind	68	False	erwanf/gpt2-mini	0.0234931297600269	5.411617279052734	7	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	27439	10.219757081839822	7.491952660169378	-2.080335381116644	8.007153912242607
590	8	 the	68	False	erwanf/gpt2-mini	0.1611901223659515	2.633164644241333	8	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	6500900	15.687451340644257	1.1109214179527322	1.5222432262886008	0.21822181657265888
591	9	 winner.	68	False	erwanf/gpt2-mini	0.1249043205752968	3.83136248588562	9	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	4561	8.425516402844334	9.217610392256319	-5.3862479063706985	218.38245499475912
592	0	The	69	False	erwanf/gpt2-mini	1.0	0.0	0	35	race_meaning1_syn2	expected	The annual charity race raised thousands of dollars.	3	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
593	1	 annual	69	False	erwanf/gpt2-mini	0.0001951462036231	12.323156356811523	1	35	race_meaning1_syn2	expected	The annual charity race raised thousands of dollars.	3	11792	9.37526141408997	8.21780528642743	4.105351070384094	0.016484230697196664
594	2	 charity	69	False	erwanf/gpt2-mini	0.0008996909018605	10.118282318115234	2	35	race_meaning1_syn2	expected	The annual charity race raised thousands of dollars.	3	2463	7.80954132465341	10.133810771150205	-0.01552845303497108	1.0156496459620872
595	3	 race	69	False	erwanf/gpt2-mini	0.0007259666454046	10.42780876159668	3	35	race_meaning1_syn2	expected	The annual charity race raised thousands of dollars.	3	13451	9.50688307286016	8.066158763440935	2.3616499981557446	0.0942645584607431
596	4	 raised	69	False	erwanf/gpt2-mini	3.423030284466222e-05	14.834365844726562	4	35	race_meaning1_syn2	expected	The annual charity race raised thousands of dollars.	3	10677	9.275940829060131	8.329925675230596	6.504440169495966	0.0014967784664543112
597	5	 thousands	69	False	erwanf/gpt2-mini	0.0022137386258691	8.81929874420166	5	35	race_meaning1_syn2	expected	The annual charity race raised thousands of dollars.	3	13441	9.506139412529912	8.067013210059045	0.7522855341426151	0.47128817566013764
598	6	 of	69	False	erwanf/gpt2-mini	0.8012182116508484	0.3197328746318817	6	35	race_meaning1_syn2	expected	The annual charity race raised thousands of dollars.	3	3139402	14.959543212419398	2.4728240881657717	-2.15309121353389	8.61143708667952
599	7	 dollars.	69	False	erwanf/gpt2-mini	0.3673656512983143	3.239600583910942	7	35	race_meaning1_syn2	expected	The annual charity race raised thousands of dollars.	3	9794	9.189627330378642	8.423042286279422	-5.18344170236848	178.29539590758523
600	0	The	70	False	erwanf/gpt2-mini	1.0	0.0	0	35	race_meaning1_syn2	unexpected	The annual charity competition raised thousands of dollars.	3	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
601	1	 annual	70	False	erwanf/gpt2-mini	0.0001951462036231	12.323156356811523	1	35	race_meaning1_syn2	unexpected	The annual charity competition raised thousands of dollars.	3	11792	9.37526141408997	8.21780528642743	4.105351070384094	0.016484230697196664
602	2	 charity	70	False	erwanf/gpt2-mini	0.0008996909018605	10.118282318115234	2	35	race_meaning1_syn2	unexpected	The annual charity competition raised thousands of dollars.	3	2463	7.80954132465341	10.133810771150205	-0.01552845303497108	1.0156496459620872
603	3	 competition	70	False	erwanf/gpt2-mini	0.0015809602336958	9.304983139038086	3	35	race_meaning1_syn2	unexpected	The annual charity competition raised thousands of dollars.	3	7775	8.958797346140274	8.653571258104504	0.6514118809335816	0.5213092303626118
604	4	 raised	70	False	erwanf/gpt2-mini	0.0001109446893678	13.137871742248535	4	35	race_meaning1_syn2	unexpected	The annual charity competition raised thousands of dollars.	3	10677	9.275940829060131	8.329925675230596	4.807946067017939	0.008164612053665152
605	5	 thousands	70	False	erwanf/gpt2-mini	0.0030703751835972	8.347369194030762	5	35	race_meaning1_syn2	unexpected	The annual charity competition raised thousands of dollars.	3	13441	9.506139412529912	8.067013210059045	0.2803559839717167	0.7555147424401929
606	6	 of	70	False	erwanf/gpt2-mini	0.8030142784118652	0.3165023922920227	6	35	race_meaning1_syn2	unexpected	The annual charity competition raised thousands of dollars.	3	3139402	14.959543212419398	2.4728240881657717	-2.156321695873749	8.639301165082951
607	7	 dollars.	70	False	erwanf/gpt2-mini	0.3372761034406721	3.337094396352768	7	35	race_meaning1_syn2	unexpected	The annual charity competition raised thousands of dollars.	3	9794	9.189627330378642	8.423042286279422	-5.085947889926654	161.73317184670273
608	0	He	71	False	erwanf/gpt2-mini	1.0	0.0	0	36	race_meaning1_syn2	expected	He entered the race hoping to beat his personal best.	3	622141	13.340923641485727	3.295524331672171	-3.295524331672171	26.991562891543435
609	1	 entered	71	False	erwanf/gpt2-mini	0.0005302618374116	10.881007194519045	1	36	race_meaning1_syn2	expected	He entered the race hoping to beat his personal best.	3	4662	8.44741429680832	9.190324609529613	1.6906825849894318	0.18439361671175325
610	2	 the	71	False	erwanf/gpt2-mini	0.4670912325382232	1.0982235670089722	2	36	race_meaning1_syn2	expected	He entered the race hoping to beat his personal best.	3	6500900	15.687451340644257	1.1109214179527322	-0.01269785094376008	1.0127788109628997
611	3	 race	71	False	erwanf/gpt2-mini	0.0100210970267653	6.640815734863281	3	36	race_meaning1_syn2	expected	He entered the race hoping to beat his personal best.	3	13451	9.50688307286016	8.066158763440935	-1.4253430285776538	4.159284351470535
612	4	 hoping	71	False	erwanf/gpt2-mini	0.0003796746022999	11.362948417663574	4	36	race_meaning1_syn2	expected	He entered the race hoping to beat his personal best.	3	4035	8.3030093814735	9.381327184713477	1.981621232950097	0.13784557626628635
613	5	 to	71	False	erwanf/gpt2-mini	0.6253790855407715	0.6771969795227051	5	36	race_meaning1_syn2	expected	He entered the race hoping to beat his personal best.	3	3042375	14.928149347056001	2.5335870543221235	-1.8563900747994184	6.400589367511641
614	6	 beat	71	False	erwanf/gpt2-mini	0.0106237670406699	6.556560516357422	6	36	race_meaning1_syn2	expected	He entered the race hoping to beat his personal best.	3	9578	9.167328481382892	8.446306298453756	-1.889745782096334	6.617686132889383
615	7	 his	71	False	erwanf/gpt2-mini	0.0225734747946262	5.469227313995361	7	36	race_meaning1_syn2	expected	He entered the race hoping to beat his personal best.	3	458105	13.03485587736601	2.9457752342980266	2.5234520796973348	0.08018233263613843
616	8	 personal	71	False	erwanf/gpt2-mini	0.0006087514339014	10.681859016418455	8	36	race_meaning1_syn2	expected	He entered the race hoping to beat his personal best.	3	21171	9.960434832977878	7.615457433834459	3.066401582583996	0.046588498455027105
617	9	 best.	71	False	erwanf/gpt2-mini	0.1157905496656894	3.271246552467346	9	36	race_meaning1_syn2	expected	He entered the race hoping to beat his personal best.	3	71431	11.176501227197052	7.02582156665067	-3.754575014183324	42.71606223187619
618	0	He	72	False	erwanf/gpt2-mini	1.0	0.0	0	36	race_meaning1_syn2	unexpected	He entered the competition hoping to beat his personal best.	3	622141	13.340923641485727	3.295524331672171	-3.295524331672171	26.991562891543435
619	1	 entered	72	False	erwanf/gpt2-mini	0.0005302618374116	10.881007194519045	1	36	race_meaning1_syn2	unexpected	He entered the competition hoping to beat his personal best.	3	4662	8.44741429680832	9.190324609529613	1.6906825849894318	0.18439361671175325
620	2	 the	72	False	erwanf/gpt2-mini	0.4670912325382232	1.0982235670089722	2	36	race_meaning1_syn2	unexpected	He entered the competition hoping to beat his personal best.	3	6500900	15.687451340644257	1.1109214179527322	-0.01269785094376008	1.0127788109628997
621	3	 competition	72	False	erwanf/gpt2-mini	0.0014429071452468	9.436805725097656	3	36	race_meaning1_syn2	unexpected	He entered the competition hoping to beat his personal best.	3	7775	8.958797346140274	8.653571258104504	0.7832344669931519	0.4569257074796766
622	4	 hoping	72	False	erwanf/gpt2-mini	0.0001833972200984	12.41274070739746	4	36	race_meaning1_syn2	unexpected	He entered the competition hoping to beat his personal best.	3	4035	8.3030093814735	9.381327184713477	3.031413522683982	0.04824739112129359
623	5	 to	72	False	erwanf/gpt2-mini	0.7412438988685608	0.4319796860218048	5	36	race_meaning1_syn2	unexpected	He entered the competition hoping to beat his personal best.	3	3042375	14.928149347056001	2.5335870543221235	-2.1016073683003187	8.17930651006698
624	6	 beat	72	False	erwanf/gpt2-mini	0.0126679018139839	6.30267858505249	6	36	race_meaning1_syn2	unexpected	He entered the competition hoping to beat his personal best.	3	9578	9.167328481382892	8.446306298453756	-2.1436277134012656	8.530327147960524
625	7	 his	72	False	erwanf/gpt2-mini	0.0332254357635974	4.911567687988281	7	36	race_meaning1_syn2	unexpected	He entered the competition hoping to beat his personal best.	3	458105	13.03485587736601	2.9457752342980266	1.9657924536902547	0.14004486356238
626	8	 personal	72	False	erwanf/gpt2-mini	0.0004532551683951	11.107388496398926	8	36	race_meaning1_syn2	unexpected	He entered the competition hoping to beat his personal best.	3	21171	9.960434832977878	7.615457433834459	3.4919310625644666	0.03044202991111216
627	9	 best.	72	False	erwanf/gpt2-mini	0.1721704080700873	2.5470097064971924	9	36	race_meaning1_syn2	unexpected	He entered the competition hoping to beat his personal best.	3	71431	11.176501227197052	7.02582156665067	-4.478811860153478	88.12989979994036
628	0	The	73	False	erwanf/gpt2-mini	1.0	0.0	0	37	race_meaning2_syn1	expected	The census asked respondents to identify their race.	7	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
629	1	 census	73	False	erwanf/gpt2-mini	1.0454757102706935e-05	16.545480728149414	1	37	race_meaning2_syn1	expected	The census asked respondents to identify their race.	7	1306	7.175489713624222	10.439402567090513	6.106078161058901	0.0022292765547397963
630	2	 asked	73	False	erwanf/gpt2-mini	0.001086683711037	9.84585189819336	2	37	race_meaning2_syn1	expected	The census asked respondents to identify their race.	7	30375	10.321408101911638	7.478486508804739	2.3673653893886204	0.09372733630952611
631	3	 respondents	73	False	erwanf/gpt2-mini	0.0355081260204315	4.815706729888916	3	37	race_meaning2_syn1	expected	The census asked respondents to identify their race.	7	1350	7.208600337960199	10.458543112128165	-5.642836382239249	282.2621875949985
632	4	 to	73	False	erwanf/gpt2-mini	0.4089524149894714	1.2899949550628662	4	37	race_meaning2_syn1	expected	The census asked respondents to identify their race.	7	3042375	14.928149347056001	2.5335870543221235	-1.2435920992592573	3.468048692244283
633	5	 identify	73	False	erwanf/gpt2-mini	0.0728435739874839	3.7790541648864746	5	37	race_meaning2_syn1	expected	The census asked respondents to identify their race.	7	6165	8.726805608446096	8.880857945654395	-5.10180378076792	164.31803385520914
634	6	 their	73	False	erwanf/gpt2-mini	0.0623995959758758	4.0023193359375	6	37	race_meaning2_syn1	expected	The census asked respondents to identify their race.	7	331279	12.710719218219449	3.0297279686432566	0.9725913672942434	0.378101966424193
635	7	 race.	73	False	erwanf/gpt2-mini	0.0393309332430362	5.05051064491272	7	37	race_meaning2_syn1	expected	The census asked respondents to identify their race.	7	13451	9.50688307286016	8.066158763440935	-3.0156481185282153	20.40230977138312
636	0	The	74	False	erwanf/gpt2-mini	1.0	0.0	0	37	race_meaning2_syn1	unexpected	The census asked respondents to identify their ethnicity	7	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
637	1	 census	74	False	erwanf/gpt2-mini	1.0454757102706935e-05	16.545480728149414	1	37	race_meaning2_syn1	unexpected	The census asked respondents to identify their ethnicity	7	1306	7.175489713624222	10.439402567090513	6.106078161058901	0.0022292765547397963
638	2	 asked	74	False	erwanf/gpt2-mini	0.001086683711037	9.84585189819336	2	37	race_meaning2_syn1	unexpected	The census asked respondents to identify their ethnicity	7	30375	10.321408101911638	7.478486508804739	2.3673653893886204	0.09372733630952611
639	3	 respondents	74	False	erwanf/gpt2-mini	0.0355081260204315	4.815706729888916	3	37	race_meaning2_syn1	unexpected	The census asked respondents to identify their ethnicity	7	1350	7.208600337960199	10.458543112128165	-5.642836382239249	282.2621875949985
640	4	 to	74	False	erwanf/gpt2-mini	0.4089524149894714	1.2899949550628662	4	37	race_meaning2_syn1	unexpected	The census asked respondents to identify their ethnicity	7	3042375	14.928149347056001	2.5335870543221235	-1.2435920992592573	3.468048692244283
641	5	 identify	74	False	erwanf/gpt2-mini	0.0728435739874839	3.7790541648864746	5	37	race_meaning2_syn1	unexpected	The census asked respondents to identify their ethnicity	7	6165	8.726805608446096	8.880857945654395	-5.10180378076792	164.31803385520914
642	6	 their	74	False	erwanf/gpt2-mini	0.0623995959758758	4.0023193359375	6	37	race_meaning2_syn1	unexpected	The census asked respondents to identify their ethnicity	7	331279	12.710719218219449	3.0297279686432566	0.9725913672942434	0.378101966424193
643	7	 ethnicity	74	False	erwanf/gpt2-mini	0.0128375152125954	6.283490180969238	7	37	race_meaning2_syn1	unexpected	The census asked respondents to identify their ethnicity	7	442	6.093569770045136	9.130113154673168	-2.84662297370393	17.229499013400886
644	0	Discussions	75	False	erwanf/gpt2-mini	0.5086564188823104	2.92600679397583	0	38	race_meaning2_syn1	expected	Discussions about race are important for social understanding.	2	1831	7.513163545234075	10.444950935423913	-7.518944141448083	1842.6207197356869
645	1	 about	75	False	erwanf/gpt2-mini	0.0884075239300727	3.49968695640564	1	38	race_meaning2_syn1	expected	Discussions about race are important for social understanding.	2	296707	12.600503769177966	3.182434060098614	0.31725289630702624	0.7281465862562319
646	2	 race	75	False	erwanf/gpt2-mini	0.001785175409168	9.129717826843262	2	38	race_meaning2_syn1	expected	Discussions about race are important for social understanding.	2	13451	9.50688307286016	8.066158763440935	1.0635590634023266	0.34522494380027297
647	3	 are	75	False	erwanf/gpt2-mini	0.0200119353830814	5.642995357513428	3	38	race_meaning2_syn1	expected	Discussions about race are important for social understanding.	2	558681	13.233335717280129	3.1447219113113407	2.498273446202087	0.08222684520766661
648	4	 important	75	False	erwanf/gpt2-mini	0.0048118396662175	7.699195384979248	4	38	race_meaning2_syn1	expected	Discussions about race are important for social understanding.	2	39276	10.578394384806286	7.473974907158191	0.2252204778210567	0.7983401830500845
649	5	 for	75	False	erwanf/gpt2-mini	0.0889930203557014	3.490164041519165	5	38	race_meaning2_syn1	expected	Discussions about race are important for social understanding.	2	1097120	13.908200033995099	3.918768812180048	-0.4286047706608831	1.5351141923166531
650	6	 social	75	False	erwanf/gpt2-mini	0.0022312714718282	8.807918548583984	6	38	race_meaning2_syn1	expected	Discussions about race are important for social understanding.	2	28974	10.274188668207952	7.482953266152203	1.3249652824317817	0.26581218728148065
651	7	 understanding.	75	False	erwanf/gpt2-mini	0.0862534035695715	5.762769937515259	7	38	race_meaning2_syn1	expected	Discussions about race are important for social understanding.	2	9524	9.161675199994901	8.452157907597407	-2.689387970082148	14.722662452576513
652	0	Discussions	76	False	erwanf/gpt2-mini	0.5086564188823104	2.92600679397583	0	38	race_meaning2_syn1	unexpected	Discussions about ethnicity are important for social understanding.	2	1831	7.513163545234075	10.444950935423913	-7.518944141448083	1842.6207197356869
653	1	 about	76	False	erwanf/gpt2-mini	0.0884075239300727	3.49968695640564	1	38	race_meaning2_syn1	unexpected	Discussions about ethnicity are important for social understanding.	2	296707	12.600503769177966	3.182434060098614	0.31725289630702624	0.7281465862562319
654	2	 ethnicity	76	False	erwanf/gpt2-mini	2.2132951926323585e-05	15.463444709777832	2	38	race_meaning2_syn1	unexpected	Discussions about ethnicity are important for social understanding.	2	442	6.093569770045136	9.130113154673168	6.333331555104664	0.0017761067040554317
655	3	 are	76	False	erwanf/gpt2-mini	0.0649259462952613	3.9450607299804688	3	38	race_meaning2_syn1	unexpected	Discussions about ethnicity are important for social understanding.	2	558681	13.233335717280129	3.1447219113113407	0.800338818669128	0.4491767488637397
656	4	 important	76	False	erwanf/gpt2-mini	0.0046310243196785	7.754452705383301	4	38	race_meaning2_syn1	unexpected	Discussions about ethnicity are important for social understanding.	2	39276	10.578394384806286	7.473974907158191	0.28047779822510943	0.7554227155811206
657	5	 for	76	False	erwanf/gpt2-mini	0.0841902643442154	3.570202589035034	5	38	race_meaning2_syn1	unexpected	Discussions about ethnicity are important for social understanding.	2	1097120	13.908200033995099	3.918768812180048	-0.34856622314501395	1.417034380289552
658	6	 social	76	False	erwanf/gpt2-mini	0.0032376071903854	8.270855903625488	6	38	race_meaning2_syn1	unexpected	Discussions about ethnicity are important for social understanding.	2	28974	10.274188668207952	7.482953266152203	0.7879026374732856	0.45479767126280957
659	7	 understanding.	76	False	erwanf/gpt2-mini	0.0861872736131772	5.303412914276123	7	38	race_meaning2_syn1	unexpected	Discussions about ethnicity are important for social understanding.	2	9524	9.161675199994901	8.452157907597407	-3.1487449933212837	23.306796033991223
660	0	The	77	False	erwanf/gpt2-mini	1.0	0.0	0	39	race_meaning2_syn1	expected	The study examined how race influences access to education.	4	6500900	15.687451340644257	1.1109214179527322	-1.1109214179527322	3.037155595232944
661	1	 study	77	False	erwanf/gpt2-mini	0.001454014563933	9.425742149353027	1	39	race_meaning2_syn1	expected	The study examined how race influences access to education.	4	35588	10.479791880329213	7.475713981688758	1.9500281676642697	0.14227006411467166
662	2	 examined	77	False	erwanf/gpt2-mini	0.0034976496826857	8.159398078918457	2	39	race_meaning2_syn1	expected	The study examined how race influences access to education.	4	2087	7.643961949002529	10.335376496476737	-2.17597841755828	8.810801549206754
