	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI
310	6	 the	39	False	erwanf/gpt2-mini	0.5420138835906982	0.883598268032074	6	20	cover_meaning1_syn1	expected	The wall was built to cover the garden from the wind.	5
311	7	 garden	39	False	erwanf/gpt2-mini	0.0008382890373468	10.220264434814451	7	20	cover_meaning1_syn1	expected	The wall was built to cover the garden from the wind.	5
312	8	 from	39	False	erwanf/gpt2-mini	0.0033038554247468	8.241633415222168	8	20	cover_meaning1_syn1	expected	The wall was built to cover the garden from the wind.	5
313	9	 the	39	False	erwanf/gpt2-mini	0.4408936202526092	1.18149733543396	9	20	cover_meaning1_syn1	expected	The wall was built to cover the garden from the wind.	5
314	10	 wind.	39	False	erwanf/gpt2-mini	0.08690268592908976	5.669273257255554	10	20	cover_meaning1_syn1	expected	The wall was built to cover the garden from the wind.	5
315	0	The	40	False	erwanf/gpt2-mini	1.0	0.0	0	20	cover_meaning1_syn1	unexpected	The wall was built to protect the garden from the wind.	5
316	1	 wall	40	False	erwanf/gpt2-mini	0.0002386097621638	12.033059120178224	1	20	cover_meaning1_syn1	unexpected	The wall was built to protect the garden from the wind.	5
317	2	 was	40	False	erwanf/gpt2-mini	0.0222310312092304	5.491281032562256	2	20	cover_meaning1_syn1	unexpected	The wall was built to protect the garden from the wind.	5
318	3	 built	40	False	erwanf/gpt2-mini	0.0345683582127094	4.854403972625732	3	20	cover_meaning1_syn1	unexpected	The wall was built to protect the garden from the wind.	5
319	4	 to	40	False	erwanf/gpt2-mini	0.0885286331176757	3.4977118968963623	4	20	cover_meaning1_syn1	unexpected	The wall was built to protect the garden from the wind.	5
320	5	 protect	40	False	erwanf/gpt2-mini	0.0660155564546585	3.9210500717163086	5	20	cover_meaning1_syn1	unexpected	The wall was built to protect the garden from the wind.	5
321	6	 the	40	False	erwanf/gpt2-mini	0.4110020399093628	1.2827824354171753	6	20	cover_meaning1_syn1	unexpected	The wall was built to protect the garden from the wind.	5
322	7	 garden	40	False	erwanf/gpt2-mini	0.0008214787230826	10.249488830566406	7	20	cover_meaning1_syn1	unexpected	The wall was built to protect the garden from the wind.	5
323	8	 from	40	False	erwanf/gpt2-mini	0.0651352256536483	3.940418004989624	8	20	cover_meaning1_syn1	unexpected	The wall was built to protect the garden from the wind.	5
324	9	 the	40	False	erwanf/gpt2-mini	0.2478957176208496	2.0121946334838867	9	20	cover_meaning1_syn1	unexpected	The wall was built to protect the garden from the wind.	5
325	10	 wind.	40	False	erwanf/gpt2-mini	0.16021555475890636	3.5477724075317383	10	20	cover_meaning1_syn1	unexpected	The wall was built to protect the garden from the wind.	5
326	0	She	41	False	erwanf/gpt2-mini	1.0	0.0	0	21	cover_meaning1_syn2	expected	She used an umbrella to cover herself from the rain.	5
327	1	 used	41	False	erwanf/gpt2-mini	0.0042703254148364	7.871438026428223	1	21	cover_meaning1_syn2	expected	She used an umbrella to cover herself from the rain.	5
328	2	 an	41	False	erwanf/gpt2-mini	0.0149027677252888	6.0682759284973145	2	21	cover_meaning1_syn2	expected	She used an umbrella to cover herself from the rain.	5
329	3	 umbrella	41	False	erwanf/gpt2-mini	0.0018554364796727	9.07402515411377	3	21	cover_meaning1_syn2	expected	She used an umbrella to cover herself from the rain.	5
330	4	 to	41	False	erwanf/gpt2-mini	0.2832042872905731	1.820085048675537	4	21	cover_meaning1_syn2	expected	She used an umbrella to cover herself from the rain.	5
331	5	 cover	41	False	erwanf/gpt2-mini	0.0473077446222305	4.401779651641846	5	21	cover_meaning1_syn2	expected	She used an umbrella to cover herself from the rain.	5
332	6	 herself	41	False	erwanf/gpt2-mini	0.018331853672862	5.769503116607666	6	21	cover_meaning1_syn2	expected	She used an umbrella to cover herself from the rain.	5
333	7	 from	41	False	erwanf/gpt2-mini	0.0107974391430616	6.533166885375977	7	21	cover_meaning1_syn2	expected	She used an umbrella to cover herself from the rain.	5
334	8	 the	41	False	erwanf/gpt2-mini	0.3534877598285675	1.500267744064331	8	21	cover_meaning1_syn2	expected	She used an umbrella to cover herself from the rain.	5
335	9	 rain.	41	False	erwanf/gpt2-mini	0.13107962242793292	5.2136430740356445	9	21	cover_meaning1_syn2	expected	She used an umbrella to cover herself from the rain.	5
336	0	She	42	False	erwanf/gpt2-mini	1.0	0.0	0	21	cover_meaning1_syn2	unexpected	She used an umbrella to shelter herself from the rain.	5
337	1	 used	42	False	erwanf/gpt2-mini	0.0042703254148364	7.871438026428223	1	21	cover_meaning1_syn2	unexpected	She used an umbrella to shelter herself from the rain.	5
338	2	 an	42	False	erwanf/gpt2-mini	0.0149027677252888	6.0682759284973145	2	21	cover_meaning1_syn2	unexpected	She used an umbrella to shelter herself from the rain.	5
339	3	 umbrella	42	False	erwanf/gpt2-mini	0.0018554364796727	9.07402515411377	3	21	cover_meaning1_syn2	unexpected	She used an umbrella to shelter herself from the rain.	5
340	4	 to	42	False	erwanf/gpt2-mini	0.2832042872905731	1.820085048675537	4	21	cover_meaning1_syn2	unexpected	She used an umbrella to shelter herself from the rain.	5
341	5	 shelter	42	False	erwanf/gpt2-mini	0.0009925692575052	9.976544380187988	5	21	cover_meaning1_syn2	unexpected	She used an umbrella to shelter herself from the rain.	5
342	6	 herself	42	False	erwanf/gpt2-mini	0.0373839996755123	4.7414350509643555	6	21	cover_meaning1_syn2	unexpected	She used an umbrella to shelter herself from the rain.	5
343	7	 from	42	False	erwanf/gpt2-mini	0.2027194947004318	2.302443265914917	7	21	cover_meaning1_syn2	unexpected	She used an umbrella to shelter herself from the rain.	5
344	8	 the	42	False	erwanf/gpt2-mini	0.4205435812473297	1.2496726512908936	8	21	cover_meaning1_syn2	unexpected	She used an umbrella to shelter herself from the rain.	5
345	9	 rain.	42	False	erwanf/gpt2-mini	0.1735524419927969	4.929576635360718	9	21	cover_meaning1_syn2	unexpected	She used an umbrella to shelter herself from the rain.	5
346	0	The	43	False	erwanf/gpt2-mini	1.0	0.0	0	22	cover_meaning1_syn2	expected	The wall was built to cover the garden from the wind.	5
347	1	 wall	43	False	erwanf/gpt2-mini	0.0002386097621638	12.033059120178224	1	22	cover_meaning1_syn2	expected	The wall was built to cover the garden from the wind.	5
348	2	 was	43	False	erwanf/gpt2-mini	0.0222310312092304	5.491281032562256	2	22	cover_meaning1_syn2	expected	The wall was built to cover the garden from the wind.	5
349	3	 built	43	False	erwanf/gpt2-mini	0.0345683582127094	4.854403972625732	3	22	cover_meaning1_syn2	expected	The wall was built to cover the garden from the wind.	5
350	4	 to	43	False	erwanf/gpt2-mini	0.0885286331176757	3.4977118968963623	4	22	cover_meaning1_syn2	expected	The wall was built to cover the garden from the wind.	5
351	5	 cover	43	False	erwanf/gpt2-mini	0.014681477099657	6.0898590087890625	5	22	cover_meaning1_syn2	expected	The wall was built to cover the garden from the wind.	5
352	6	 the	43	False	erwanf/gpt2-mini	0.5420138835906982	0.883598268032074	6	22	cover_meaning1_syn2	expected	The wall was built to cover the garden from the wind.	5
353	7	 garden	43	False	erwanf/gpt2-mini	0.0008382890373468	10.220264434814451	7	22	cover_meaning1_syn2	expected	The wall was built to cover the garden from the wind.	5
354	8	 from	43	False	erwanf/gpt2-mini	0.0033038554247468	8.241633415222168	8	22	cover_meaning1_syn2	expected	The wall was built to cover the garden from the wind.	5
355	9	 the	43	False	erwanf/gpt2-mini	0.4408936202526092	1.18149733543396	9	22	cover_meaning1_syn2	expected	The wall was built to cover the garden from the wind.	5
356	10	 wind.	43	False	erwanf/gpt2-mini	0.08690268592908976	5.669273257255554	10	22	cover_meaning1_syn2	expected	The wall was built to cover the garden from the wind.	5
357	0	The	44	False	erwanf/gpt2-mini	1.0	0.0	0	22	cover_meaning1_syn2	unexpected	The wall was built to shelter the garden from the wind.	5
358	1	 wall	44	False	erwanf/gpt2-mini	0.0002386097621638	12.033059120178224	1	22	cover_meaning1_syn2	unexpected	The wall was built to shelter the garden from the wind.	5
359	2	 was	44	False	erwanf/gpt2-mini	0.0222310312092304	5.491281032562256	2	22	cover_meaning1_syn2	unexpected	The wall was built to shelter the garden from the wind.	5
360	3	 built	44	False	erwanf/gpt2-mini	0.0345683582127094	4.854403972625732	3	22	cover_meaning1_syn2	unexpected	The wall was built to shelter the garden from the wind.	5
361	4	 to	44	False	erwanf/gpt2-mini	0.0885286331176757	3.4977118968963623	4	22	cover_meaning1_syn2	unexpected	The wall was built to shelter the garden from the wind.	5
362	5	 shelter	44	False	erwanf/gpt2-mini	0.0005077948444522	10.943466186523438	5	22	cover_meaning1_syn2	unexpected	The wall was built to shelter the garden from the wind.	5
363	6	 the	44	False	erwanf/gpt2-mini	0.2126645892858505	2.2333481311798096	6	22	cover_meaning1_syn2	unexpected	The wall was built to shelter the garden from the wind.	5
364	7	 garden	44	False	erwanf/gpt2-mini	0.0003402264555916	11.52121639251709	7	22	cover_meaning1_syn2	unexpected	The wall was built to shelter the garden from the wind.	5
365	8	 from	44	False	erwanf/gpt2-mini	0.0316915027797222	4.97976016998291	8	22	cover_meaning1_syn2	unexpected	The wall was built to shelter the garden from the wind.	5
366	9	 the	44	False	erwanf/gpt2-mini	0.5231794118881226	0.9346222281455994	9	22	cover_meaning1_syn2	unexpected	The wall was built to shelter the garden from the wind.	5
367	10	 wind.	44	False	erwanf/gpt2-mini	0.17209205729886887	4.317545831203461	10	22	cover_meaning1_syn2	unexpected	The wall was built to shelter the garden from the wind.	5
368	0	The	45	False	erwanf/gpt2-mini	1.0	0.0	0	23	cover_meaning2_syn1	expected	The journalist was sent to cover the election results.	5
369	1	 journalist	45	False	erwanf/gpt2-mini	9.095224959310144e-05	13.424530982971191	1	23	cover_meaning2_syn1	expected	The journalist was sent to cover the election results.	5
370	2	 was	45	False	erwanf/gpt2-mini	0.0160152707248926	5.964407920837402	2	23	cover_meaning2_syn1	expected	The journalist was sent to cover the election results.	5
371	3	 sent	45	False	erwanf/gpt2-mini	0.0026814993470907	8.542744636535645	3	23	cover_meaning2_syn1	expected	The journalist was sent to cover the election results.	5
372	4	 to	45	False	erwanf/gpt2-mini	0.4031222462654114	1.3107105493545532	4	23	cover_meaning2_syn1	expected	The journalist was sent to cover the election results.	5
373	5	 cover	45	False	erwanf/gpt2-mini	0.0012964694760739	9.591196060180664	5	23	cover_meaning2_syn1	expected	The journalist was sent to cover the election results.	5
374	6	 the	45	False	erwanf/gpt2-mini	0.3288265168666839	1.6046013832092283	6	23	cover_meaning2_syn1	expected	The journalist was sent to cover the election results.	5
375	7	 election	45	False	erwanf/gpt2-mini	0.002779291709885	8.491066932678223	7	23	cover_meaning2_syn1	expected	The journalist was sent to cover the election results.	5
376	8	 results.	45	False	erwanf/gpt2-mini	0.07970055565237995	4.981457233428955	8	23	cover_meaning2_syn1	expected	The journalist was sent to cover the election results.	5
377	0	The	46	False	erwanf/gpt2-mini	1.0	0.0	0	23	cover_meaning2_syn1	unexpected	The journalist was sent to report the election results.	5
378	1	 journalist	46	False	erwanf/gpt2-mini	9.095224959310144e-05	13.424530982971191	1	23	cover_meaning2_syn1	unexpected	The journalist was sent to report the election results.	5
379	2	 was	46	False	erwanf/gpt2-mini	0.0160152707248926	5.964407920837402	2	23	cover_meaning2_syn1	unexpected	The journalist was sent to report the election results.	5
380	3	 sent	46	False	erwanf/gpt2-mini	0.0026814993470907	8.542744636535645	3	23	cover_meaning2_syn1	unexpected	The journalist was sent to report the election results.	5
381	4	 to	46	False	erwanf/gpt2-mini	0.4031222462654114	1.3107105493545532	4	23	cover_meaning2_syn1	unexpected	The journalist was sent to report the election results.	5
382	5	 report	46	False	erwanf/gpt2-mini	0.0007539700018242	10.373205184936523	5	23	cover_meaning2_syn1	unexpected	The journalist was sent to report the election results.	5
383	6	 the	46	False	erwanf/gpt2-mini	0.104316271841526	3.260963678359986	6	23	cover_meaning2_syn1	unexpected	The journalist was sent to report the election results.	5
384	7	 election	46	False	erwanf/gpt2-mini	0.000599717895966	10.703428268432615	7	23	cover_meaning2_syn1	unexpected	The journalist was sent to report the election results.	5
385	8	 results.	46	False	erwanf/gpt2-mini	0.20170865207910535	2.309961438179016	8	23	cover_meaning2_syn1	unexpected	The journalist was sent to report the election results.	5
386	0	She	47	False	erwanf/gpt2-mini	1.0	0.0	0	24	cover_meaning2_syn1	expected	She was asked to cover the conference for the magazine.	4
387	1	 was	47	False	erwanf/gpt2-mini	0.112793892621994	3.1482391357421875	1	24	cover_meaning2_syn1	expected	She was asked to cover the conference for the magazine.	4
388	2	 asked	47	False	erwanf/gpt2-mini	0.0033736594486981	8.211469650268555	2	24	cover_meaning2_syn1	expected	She was asked to cover the conference for the magazine.	4
389	3	 to	47	False	erwanf/gpt2-mini	0.3786178827285766	1.401185393333435	3	24	cover_meaning2_syn1	expected	She was asked to cover the conference for the magazine.	4
390	4	 cover	47	False	erwanf/gpt2-mini	0.0005777162732556	10.75735092163086	4	24	cover_meaning2_syn1	expected	She was asked to cover the conference for the magazine.	4
391	5	 the	47	False	erwanf/gpt2-mini	0.2485717087984085	2.008265733718872	5	24	cover_meaning2_syn1	expected	She was asked to cover the conference for the magazine.	4
392	6	 conference	47	False	erwanf/gpt2-mini	0.0002928620087914	11.737491607666016	6	24	cover_meaning2_syn1	expected	She was asked to cover the conference for the magazine.	4
393	7	 for	47	False	erwanf/gpt2-mini	0.0223744791001081	5.482001781463623	7	24	cover_meaning2_syn1	expected	She was asked to cover the conference for the magazine.	4
394	8	 the	47	False	erwanf/gpt2-mini	0.1690144836902618	2.5647809505462646	8	24	cover_meaning2_syn1	expected	She was asked to cover the conference for the magazine.	4
395	9	 magazine.	47	False	erwanf/gpt2-mini	0.0809219185321126	6.740514755249023	9	24	cover_meaning2_syn1	expected	She was asked to cover the conference for the magazine.	4
396	0	She	48	False	erwanf/gpt2-mini	1.0	0.0	0	24	cover_meaning2_syn1	unexpected	She was asked to report the conference for the magazine.	4
397	1	 was	48	False	erwanf/gpt2-mini	0.112793892621994	3.1482391357421875	1	24	cover_meaning2_syn1	unexpected	She was asked to report the conference for the magazine.	4
398	2	 asked	48	False	erwanf/gpt2-mini	0.0033736594486981	8.211469650268555	2	24	cover_meaning2_syn1	unexpected	She was asked to report the conference for the magazine.	4
399	3	 to	48	False	erwanf/gpt2-mini	0.3786178827285766	1.401185393333435	3	24	cover_meaning2_syn1	unexpected	She was asked to report the conference for the magazine.	4
400	4	 report	48	False	erwanf/gpt2-mini	0.0036057718098163	8.11547565460205	4	24	cover_meaning2_syn1	unexpected	She was asked to report the conference for the magazine.	4
401	5	 the	48	False	erwanf/gpt2-mini	0.1204247400164604	3.0537962913513184	5	24	cover_meaning2_syn1	unexpected	She was asked to report the conference for the magazine.	4
402	6	 conference	48	False	erwanf/gpt2-mini	6.388223118847236e-05	13.934226036071776	6	24	cover_meaning2_syn1	unexpected	She was asked to report the conference for the magazine.	4
403	7	 for	48	False	erwanf/gpt2-mini	0.0137864351272583	6.180606365203857	7	24	cover_meaning2_syn1	unexpected	She was asked to report the conference for the magazine.	4
404	8	 the	48	False	erwanf/gpt2-mini	0.0975108817219734	3.358292818069458	8	24	cover_meaning2_syn1	unexpected	She was asked to report the conference for the magazine.	4
405	9	 magazine.	48	False	erwanf/gpt2-mini	0.0561962931678863	7.923364639282227	9	24	cover_meaning2_syn1	unexpected	She was asked to report the conference for the magazine.	4
406	0	The	49	False	erwanf/gpt2-mini	1.0	0.0	0	25	cover_meaning2_syn2	expected	The journalist was sent to cover the election results.	5
407	1	 journalist	49	False	erwanf/gpt2-mini	9.095224959310144e-05	13.424530982971191	1	25	cover_meaning2_syn2	expected	The journalist was sent to cover the election results.	5
408	2	 was	49	False	erwanf/gpt2-mini	0.0160152707248926	5.964407920837402	2	25	cover_meaning2_syn2	expected	The journalist was sent to cover the election results.	5
409	3	 sent	49	False	erwanf/gpt2-mini	0.0026814993470907	8.542744636535645	3	25	cover_meaning2_syn2	expected	The journalist was sent to cover the election results.	5
410	4	 to	49	False	erwanf/gpt2-mini	0.4031222462654114	1.3107105493545532	4	25	cover_meaning2_syn2	expected	The journalist was sent to cover the election results.	5
411	5	 cover	49	False	erwanf/gpt2-mini	0.0012964694760739	9.591196060180664	5	25	cover_meaning2_syn2	expected	The journalist was sent to cover the election results.	5
412	6	 the	49	False	erwanf/gpt2-mini	0.3288265168666839	1.6046013832092283	6	25	cover_meaning2_syn2	expected	The journalist was sent to cover the election results.	5
413	7	 election	49	False	erwanf/gpt2-mini	0.002779291709885	8.491066932678223	7	25	cover_meaning2_syn2	expected	The journalist was sent to cover the election results.	5
414	8	 results.	49	False	erwanf/gpt2-mini	0.07970055565237995	4.981457233428955	8	25	cover_meaning2_syn2	expected	The journalist was sent to cover the election results.	5
415	0	The	50	False	erwanf/gpt2-mini	1.0	0.0	0	25	cover_meaning2_syn2	unexpected	The journalist was sent to detail the election results.	5
416	1	 journalist	50	False	erwanf/gpt2-mini	9.095224959310144e-05	13.424530982971191	1	25	cover_meaning2_syn2	unexpected	The journalist was sent to detail the election results.	5
417	2	 was	50	False	erwanf/gpt2-mini	0.0160152707248926	5.964407920837402	2	25	cover_meaning2_syn2	unexpected	The journalist was sent to detail the election results.	5
418	3	 sent	50	False	erwanf/gpt2-mini	0.0026814993470907	8.542744636535645	3	25	cover_meaning2_syn2	unexpected	The journalist was sent to detail the election results.	5
419	4	 to	50	False	erwanf/gpt2-mini	0.4031222462654114	1.3107105493545532	4	25	cover_meaning2_syn2	unexpected	The journalist was sent to detail the election results.	5
420	5	 detail	50	False	erwanf/gpt2-mini	0.0001110781886382	13.136137008666992	5	25	cover_meaning2_syn2	unexpected	The journalist was sent to detail the election results.	5
421	6	 the	50	False	erwanf/gpt2-mini	0.3568177819252014	1.4867404699325562	6	25	cover_meaning2_syn2	unexpected	The journalist was sent to detail the election results.	5
422	7	 election	50	False	erwanf/gpt2-mini	0.0001326593774138	12.879985809326172	7	25	cover_meaning2_syn2	unexpected	The journalist was sent to detail the election results.	5
423	8	 results.	50	False	erwanf/gpt2-mini	0.20515617355704305	2.425074338912964	8	25	cover_meaning2_syn2	unexpected	The journalist was sent to detail the election results.	5
424	0	She	51	False	erwanf/gpt2-mini	1.0	0.0	0	26	cover_meaning2_syn2	expected	She was asked to cover the conference for the magazine.	4
425	1	 was	51	False	erwanf/gpt2-mini	0.112793892621994	3.1482391357421875	1	26	cover_meaning2_syn2	expected	She was asked to cover the conference for the magazine.	4
426	2	 asked	51	False	erwanf/gpt2-mini	0.0033736594486981	8.211469650268555	2	26	cover_meaning2_syn2	expected	She was asked to cover the conference for the magazine.	4
427	3	 to	51	False	erwanf/gpt2-mini	0.3786178827285766	1.401185393333435	3	26	cover_meaning2_syn2	expected	She was asked to cover the conference for the magazine.	4
428	4	 cover	51	False	erwanf/gpt2-mini	0.0005777162732556	10.75735092163086	4	26	cover_meaning2_syn2	expected	She was asked to cover the conference for the magazine.	4
429	5	 the	51	False	erwanf/gpt2-mini	0.2485717087984085	2.008265733718872	5	26	cover_meaning2_syn2	expected	She was asked to cover the conference for the magazine.	4
430	6	 conference	51	False	erwanf/gpt2-mini	0.0002928620087914	11.737491607666016	6	26	cover_meaning2_syn2	expected	She was asked to cover the conference for the magazine.	4
431	7	 for	51	False	erwanf/gpt2-mini	0.0223744791001081	5.482001781463623	7	26	cover_meaning2_syn2	expected	She was asked to cover the conference for the magazine.	4
432	8	 the	51	False	erwanf/gpt2-mini	0.1690144836902618	2.5647809505462646	8	26	cover_meaning2_syn2	expected	She was asked to cover the conference for the magazine.	4
433	9	 magazine.	51	False	erwanf/gpt2-mini	0.0809219185321126	6.740514755249023	9	26	cover_meaning2_syn2	expected	She was asked to cover the conference for the magazine.	4
434	0	She	52	False	erwanf/gpt2-mini	1.0	0.0	0	26	cover_meaning2_syn2	unexpected	She was asked to detail the conference for the magazine.	4
435	1	 was	52	False	erwanf/gpt2-mini	0.112793892621994	3.1482391357421875	1	26	cover_meaning2_syn2	unexpected	She was asked to detail the conference for the magazine.	4
436	2	 asked	52	False	erwanf/gpt2-mini	0.0033736594486981	8.211469650268555	2	26	cover_meaning2_syn2	unexpected	She was asked to detail the conference for the magazine.	4
437	3	 to	52	False	erwanf/gpt2-mini	0.3786178827285766	1.401185393333435	3	26	cover_meaning2_syn2	unexpected	She was asked to detail the conference for the magazine.	4
438	4	 detail	52	False	erwanf/gpt2-mini	0.0003181947104167	11.617802619934082	4	26	cover_meaning2_syn2	unexpected	She was asked to detail the conference for the magazine.	4
439	5	 the	52	False	erwanf/gpt2-mini	0.3175943791866302	1.6547425985336304	5	26	cover_meaning2_syn2	unexpected	She was asked to detail the conference for the magazine.	4
440	6	 conference	52	False	erwanf/gpt2-mini	4.555367195280269e-05	14.422073364257812	6	26	cover_meaning2_syn2	unexpected	She was asked to detail the conference for the magazine.	4
441	7	 for	52	False	erwanf/gpt2-mini	0.0070265233516693	7.152973175048828	7	26	cover_meaning2_syn2	unexpected	She was asked to detail the conference for the magazine.	4
442	8	 the	52	False	erwanf/gpt2-mini	0.1503041982650756	2.7340426445007324	8	26	cover_meaning2_syn2	unexpected	She was asked to detail the conference for the magazine.	4
443	9	 magazine.	52	False	erwanf/gpt2-mini	0.04374869006278457	8.497195720672607	9	26	cover_meaning2_syn2	unexpected	She was asked to detail the conference for the magazine.	4
444	0	He	53	False	erwanf/gpt2-mini	1.0	0.0	0	27	race_meaning1_syn1	expected	He trained for months to win the race.	7
445	1	 trained	53	False	erwanf/gpt2-mini	5.890784086659551e-05	14.051180839538574	1	27	race_meaning1_syn1	expected	He trained for months to win the race.	7
446	2	 for	53	False	erwanf/gpt2-mini	0.0577058307826519	4.115139007568359	2	27	race_meaning1_syn1	expected	He trained for months to win the race.	7
447	3	 months	53	False	erwanf/gpt2-mini	0.000962475372944	10.020962715148926	3	27	race_meaning1_syn1	expected	He trained for months to win the race.	7
448	4	 to	53	False	erwanf/gpt2-mini	0.0532086044549942	4.23219633102417	4	27	race_meaning1_syn1	expected	He trained for months to win the race.	7
449	5	 win	53	False	erwanf/gpt2-mini	0.0020537956152111	8.927491188049316	5	27	race_meaning1_syn1	expected	He trained for months to win the race.	7
450	6	 the	53	False	erwanf/gpt2-mini	0.1264077872037887	2.983842611312866	6	27	race_meaning1_syn1	expected	He trained for months to win the race.	7
451	7	 race.	53	False	erwanf/gpt2-mini	0.08025732357054945	5.264068841934204	7	27	race_meaning1_syn1	expected	He trained for months to win the race.	7
452	0	He	54	False	erwanf/gpt2-mini	1.0	0.0	0	27	race_meaning1_syn1	unexpected	He trained for months to win the contest	7
453	1	 trained	54	False	erwanf/gpt2-mini	5.890784086659551e-05	14.051180839538574	1	27	race_meaning1_syn1	unexpected	He trained for months to win the contest	7
454	2	 for	54	False	erwanf/gpt2-mini	0.0577058307826519	4.115139007568359	2	27	race_meaning1_syn1	unexpected	He trained for months to win the contest	7
455	3	 months	54	False	erwanf/gpt2-mini	0.000962475372944	10.020962715148926	3	27	race_meaning1_syn1	unexpected	He trained for months to win the contest	7
456	4	 to	54	False	erwanf/gpt2-mini	0.0532086044549942	4.23219633102417	4	27	race_meaning1_syn1	unexpected	He trained for months to win the contest	7
457	5	 win	54	False	erwanf/gpt2-mini	0.0020537956152111	8.927491188049316	5	27	race_meaning1_syn1	unexpected	He trained for months to win the contest	7
458	6	 the	54	False	erwanf/gpt2-mini	0.1264077872037887	2.983842611312866	6	27	race_meaning1_syn1	unexpected	He trained for months to win the contest	7
459	7	 contest	54	False	erwanf/gpt2-mini	0.0006637103506363	10.557158470153809	7	27	race_meaning1_syn1	unexpected	He trained for months to win the contest	7
460	0	The	55	False	erwanf/gpt2-mini	1.0	0.0	0	28	race_meaning1_syn1	expected	The runners lined up for the start of the race.	9
461	1	 runners	55	False	erwanf/gpt2-mini	1.350946240563644e-05	16.175670623779297	1	28	race_meaning1_syn1	expected	The runners lined up for the start of the race.	9
462	2	 lined	55	False	erwanf/gpt2-mini	0.0004377826116979	11.15749740600586	2	28	race_meaning1_syn1	expected	The runners lined up for the start of the race.	9
463	3	 up	55	False	erwanf/gpt2-mini	0.5510250926017761	0.8598100543022156	3	28	race_meaning1_syn1	expected	The runners lined up for the start of the race.	9
464	4	 for	55	False	erwanf/gpt2-mini	0.0478541068732738	4.385213375091553	4	28	race_meaning1_syn1	expected	The runners lined up for the start of the race.	9
465	5	 the	55	False	erwanf/gpt2-mini	0.3570063412189483	1.4859782457351685	5	28	race_meaning1_syn1	expected	The runners lined up for the start of the race.	9
466	6	 start	55	False	erwanf/gpt2-mini	0.0034205047413706	8.191575050354004	6	28	race_meaning1_syn1	expected	The runners lined up for the start of the race.	9
467	7	 of	55	False	erwanf/gpt2-mini	0.812239408493042	0.300023078918457	7	28	race_meaning1_syn1	expected	The runners lined up for the start of the race.	9
468	8	 the	55	False	erwanf/gpt2-mini	0.7813667058944702	0.3559282422065735	8	28	race_meaning1_syn1	expected	The runners lined up for the start of the race.	9
469	9	 race.	55	False	erwanf/gpt2-mini	0.14437095820903775	2.805822968482971	9	28	race_meaning1_syn1	expected	The runners lined up for the start of the race.	9
470	0	The	56	False	erwanf/gpt2-mini	1.0	0.0	0	28	race_meaning1_syn1	unexpected	The runners lined up for the start of the contest	9
471	1	 runners	56	False	erwanf/gpt2-mini	1.350946240563644e-05	16.175670623779297	1	28	race_meaning1_syn1	unexpected	The runners lined up for the start of the contest	9
472	2	 lined	56	False	erwanf/gpt2-mini	0.0004377826116979	11.15749740600586	2	28	race_meaning1_syn1	unexpected	The runners lined up for the start of the contest	9
473	3	 up	56	False	erwanf/gpt2-mini	0.5510250926017761	0.8598100543022156	3	28	race_meaning1_syn1	unexpected	The runners lined up for the start of the contest	9
474	4	 for	56	False	erwanf/gpt2-mini	0.0478541068732738	4.385213375091553	4	28	race_meaning1_syn1	unexpected	The runners lined up for the start of the contest	9
475	5	 the	56	False	erwanf/gpt2-mini	0.3570063412189483	1.4859782457351685	5	28	race_meaning1_syn1	unexpected	The runners lined up for the start of the contest	9
476	6	 start	56	False	erwanf/gpt2-mini	0.0034205047413706	8.191575050354004	6	28	race_meaning1_syn1	unexpected	The runners lined up for the start of the contest	9
477	7	 of	56	False	erwanf/gpt2-mini	0.812239408493042	0.300023078918457	7	28	race_meaning1_syn1	unexpected	The runners lined up for the start of the contest	9
478	8	 the	56	False	erwanf/gpt2-mini	0.7813667058944702	0.3559282422065735	8	28	race_meaning1_syn1	unexpected	The runners lined up for the start of the contest	9
479	9	 contest	56	False	erwanf/gpt2-mini	0.0099845705553889	6.646083831787109	9	28	race_meaning1_syn1	unexpected	The runners lined up for the start of the contest	9
480	0	She	57	False	erwanf/gpt2-mini	1.0	0.0	0	29	race_meaning1_syn1	expected	She finished the race just a second behind the winner.	3
481	1	 finished	57	False	erwanf/gpt2-mini	0.0004174362111371	11.226156234741213	1	29	race_meaning1_syn1	expected	She finished the race just a second behind the winner.	3
482	2	 the	57	False	erwanf/gpt2-mini	0.1729747354984283	2.5313665866851807	2	29	race_meaning1_syn1	expected	She finished the race just a second behind the winner.	3
483	3	 race	57	False	erwanf/gpt2-mini	0.0174911841750144	5.837227821350098	3	29	race_meaning1_syn1	expected	She finished the race just a second behind the winner.	3
484	4	 just	57	False	erwanf/gpt2-mini	0.0028004022315144	8.48015022277832	4	29	race_meaning1_syn1	expected	She finished the race just a second behind the winner.	3
485	5	 a	57	False	erwanf/gpt2-mini	0.0823820456862449	3.601526260375977	5	29	race_meaning1_syn1	expected	She finished the race just a second behind the winner.	3
486	6	 second	57	False	erwanf/gpt2-mini	0.0180657785385847	5.7905964851379395	6	29	race_meaning1_syn1	expected	She finished the race just a second behind the winner.	3
487	7	 behind	57	False	erwanf/gpt2-mini	0.1090994179248809	3.196284532546997	7	29	race_meaning1_syn1	expected	She finished the race just a second behind the winner.	3
